fold,GBM,GBM_uncorr
1,0.8027313586887544,0.7874846561504822
2,0.807917958017318,0.7958479315843031
3,0.7639357744970777,0.7515647915174212
4,0.7880052549762574,0.7746470138030279
5,0.7409622105082198,0.728643710750817
