,rh_lateral_ventricle,lh_lateral_ventricle,lh_thalamus,rh_parstriangularis_thickness,rh_putamen,lh_parsopercularis_thickness,rh_superiorfrontal_thickness,lh_precentral_thickness,lh_accumbens_area,lh_superiorfrontal_thickness,rh_accumbens_area,rh_entorhinal_area,lh_rostralanteriorcingulate_thickness,rh_parsopercularis_thickness,lh_parstriangularis_thickness,rh_thalamus,rh_paracentral_thickness,rh_middletemporal_area,rh_rostralmiddlefrontal_thickness,rh_insula_thickness,lh_middletemporal_area,lh_parstriangularis_area,rh_medialorbitofrontal_thickness,lh_rostralmiddlefrontal_area,lh_superiorfrontal_area,lh_insula_thickness,rh_temporalpole_area,lh_lateraloccipital_thickness,lh_putamen,etiv,lh_parsopercularis_area,rh_parstriangularis_area,rh_precentral_thickness,rh_rostralmiddlefrontal_area,rh_lateralorbitofrontal_thickness,lh_paracentral_thickness,rh_lateraloccipital_thickness,lh_inferiortemporal_thickness,rh_superiortemporal_thickness,lh_caudate,lh_superiortemporal_area,rh_hippocampus,lh_fusiform_area,lh_posteriorcingulate_thickness,lh_entorhinal_area,lh_frontalpole_thickness,rh_inferiorparietal_thickness,lh_superiortemporal_thickness,lh_parahippocampal_thickness,lh_postcentral_thickness,lh_inferiortemporal_area,rh_caudalmiddlefrontal_thickness
0,0.03315117615101946,-0.021158177509519933,0.059813250569365414,0.0281429044508654,0.06486732083831277,0.0031850635908585723,-0.01583742614657294,0.013394491704227775,0.024468974543259265,0.029719012803199565,0.008924524779546104,-0.013184309328276673,-0.044498349964973705,-0.005300824798791652,-0.04559048644506665,-0.009414659891048316,0.014176080615733213,0.04636559220647975,-0.034570840817597454,0.028127773327839296,-0.009962268289061193,0.0479219201963912,0.015691286980907805,0.0013825893559373335,-0.008956978012222517,0.0033896109361332334,-0.02421588676810185,0.013723517343770844,-0.027166649427404498,-0.07038301586476846,-0.013937331086785989,0.023194192206396142,-0.028899733968672247,0.017799887075785337,-0.05596785429020857,0.0037150626737482368,0.0203173067098608,-0.017769768419363938,0.004959133526722678,0.002841116667444461,0.011206298397873958,-0.02956852636954918,-0.0030369436319646033,0.009169230259613614,0.0011829740363631582,-0.018965038988346897,0.026958002448277354,0.018733188436414618,0.004685671130093909,0.024510861796638406,-0.015678571476812984,-0.000433464287809494
