,etiv,lh_superiorfrontal_thickness,rh_precuneus_area,rh_middletemporal_area,lh_thalamus,lh_hippocampus,lh_pericalcarine_area,lh_precuneus_area,rh_rostralmiddlefrontal_area,lh_superiorfrontal_area,lh_lateralorbitofrontal_area,rh_inferiorparietal_thickness,rh_insula_area,rh_putamen,lh_superiortemporal_area,lh_precuneus_thickness,rh_superiorfrontal_area,rh_hippocampus,rh_superiorparietal_thickness,rh_parsorbitalis_area,lh_parahippocampal_thickness,rh_cuneus_area,rh_transversetemporal_area,lh_paracentral_thickness,rh_parstriangularis_thickness,lh_amygdala,rh_precentral_thickness,rh_superiorfrontal_thickness,lh_middletemporal_area,lh_caudalmiddlefrontal_area,rh_temporalpole_area,lh_rostralmiddlefrontal_thickness,rh_lateraloccipital_thickness,rh_accumbens_area,lh_medialorbitofrontal_thickness,rh_frontalpole_area,rh_lateralorbitofrontal_thickness,rh_lingual_thickness
0,-0.09338845541493052,-0.013898051625966119,-0.005706191153237159,0.036782792554749276,0.06091410197813684,0.057067695874642735,-0.014508430426764156,-0.0070593894079059825,0.020512834068812293,0.0100645347290368,0.01021785667324372,0.01358805971365102,-0.030803703310002945,0.042504119222101455,0.010706585202216071,-0.00759645116957879,0.025492724987837265,-0.04857481242147642,-0.008283386850360872,0.021696874644806144,0.01026726914258248,-0.007457047284747256,0.015153207864712515,0.01598071397082639,0.008089209344645378,-0.052451912192183064,0.014544636384248244,-0.0012472612294767787,-0.025994583758050603,0.007744601770923123,-0.052262510367210406,0.012827905564466904,0.039705524904569606,0.02086264351152507,-0.0076310346779682875,0.0017536233119410925,-0.05653855569546923,-0.0003380246991060593
