,lh_pallidum,lh_caudalmiddlefrontal_thickness,lh_posteriorcingulate_thickness,lh_middletemporal_area,rh_superiorfrontal_thickness,lh_superiorfrontal_thickness,lh_temporalpole_thickness,lh_precuneus_area,lh_insula_thickness,lh_lateralorbitofrontal_thickness,lh_isthmuscingulate_area,lh_parstriangularis_thickness,etiv,lh_thalamus,rh_lateralorbitofrontal_area,rh_insula_area,rh_inferiorparietal_area,rh_hippocampus,rh_precentral_thickness,rh_caudalmiddlefrontal_thickness,rh_putamen,rh_frontalpole_area,rh_frontalpole_thickness,rh_posteriorcingulate_thickness,rh_middletemporal_area,lh_inferiortemporal_thickness,rh_parahippocampal_area,rh_accumbens_area,rh_insula_thickness,rh_postcentral_thickness,lh_pericalcarine_area,rh_isthmuscingulate_thickness,lh_lateral_ventricle,rh_paracentral_area,lh_parsopercularis_thickness,rh_entorhinal_area,lh_transversetemporal_thickness,lh_lateraloccipital_thickness,rh_postcentral_area,lh_entorhinal_area,lh_cuneus_thickness,lh_lingual_thickness,lh_hippocampus,rh_superiorfrontal_area,lh_inferiorparietal_area,lh_lingual_area,rh_transversetemporal_area,lh_fusiform_area,rh_temporalpole_thickness
0,0.00348327771186078,0.013405652021742761,0.008979314058215174,-0.003403193947878655,-0.016295694762827224,0.01581525772761398,0.00835009112388877,-0.005384911914484288,0.015170567872506978,0.009766832281666537,0.028669650868823383,0.0058519353892686095,-0.013245931295415483,-0.007198643646414568,0.0063357397038182545,-0.00986890447931085,-0.0007910936891075536,-0.005919920961409844,-0.018331491205742276,-0.011170722210876465,0.010409598414296525,0.011897993566441976,-0.00367252306051228,-0.0020199011094861026,0.0036520485236083747,-0.004174865731705167,-0.0016046725182859353,-0.0015830679056613416,0.00826607641867035,-0.0020532401008285777,-0.008678689937658402,-0.006501101391963601,-0.016023259594332116,-0.006502343684241455,0.006125574560309602,-0.01148319976913764,0.009181764922815342,0.003182663811845746,0.007309218252038773,0.0005669571903073751,-0.0070207495644340565,-0.00021792819230597758,-0.003930047326281345,0.01138261712355802,0.015226558708844047,-0.00702065631460446,-0.002173884895155884,0.0011983377951884763,-0.005442301355406147
