,lh_lateral_ventricle,rh_lateral_ventricle,lh_thalamus,etiv,lh_superiorfrontal_thickness,rh_accumbens_area,rh_supramarginal_thickness,lh_superiortemporal_thickness,rh_superiortemporal_thickness,rh_precentral_thickness,lh_precentral_thickness,lh_supramarginal_thickness,rh_superiorfrontal_thickness,rh_parsopercularis_thickness,lh_amygdala,rh_putamen,lh_temporalpole_thickness,lh_precuneus_thickness,rh_inferiorparietal_thickness,rh_insula_thickness,rh_hippocampus,lh_accumbens_area,rh_pericalcarine_thickness,lh_putamen,lh_lateraloccipital_area,lh_inferiortemporal_area,rh_rostralanteriorcingulate_thickness,rh_thalamus,rh_lateraloccipital_thickness,lh_insula_area,lh_insula_thickness,lh_rostralmiddlefrontal_area,rh_insula_area,rh_postcentral_thickness,rh_middletemporal_area,lh_entorhinal_thickness,rh_parsopercularis_area,rh_caudate,rh_paracentral_thickness,lh_pericalcarine_thickness,lh_superiorparietal_area,rh_precentral_area,rh_caudalmiddlefrontal_thickness,lh_postcentral_thickness,lh_hippocampus,rh_parahippocampal_area,lh_entorhinal_area,rh_parstriangularis_thickness,lh_middletemporal_area,lh_lateraloccipital_thickness,rh_parahippocampal_thickness,lh_caudalmiddlefrontal_thickness,rh_rostralmiddlefrontal_area,rh_posteriorcingulate_thickness
0,0.018412716469533543,-0.0019362924458502287,-0.005471426804404851,0.015952662065007398,-0.010649758756856996,-0.011667655012102412,-0.0009559803938683638,0.0021230615487144197,-0.016877674829111212,-0.007901178281678729,-0.0043457611285379815,0.012689316635548271,-0.01386694085227989,-0.0019271780633400568,0.013489626715511677,0.00612642632593168,0.029285930693147996,-0.02495457400107724,-0.018376678528721872,-0.032905765827413905,-0.0032407511838469663,0.0015704419294447257,0.00552095442377942,0.006917376010892423,0.015135322685403015,0.011503812406012757,0.008943745066705653,0.005146351077531557,-0.006381724070780892,-0.006951067536302876,0.010190193611293641,0.02053803381865413,-0.01145961109586599,0.0012714310364190778,0.005683335743293949,0.013545409008533476,-0.010889597808064599,0.0036792022827948296,-0.0029898713398404586,0.0007793082865259024,0.005461868072388636,-0.022017653106032514,0.00241533620811372,0.016237501389148132,-0.002573021911512494,0.005481962394420104,0.0022682897714601013,0.013166355846565989,-0.016763995403845298,0.003478205832843952,0.011474509586257887,-0.00918805008946811,-0.00016180426949455188,-0.0020558430586780085
