,etiv,rh_inferiorparietal_area,lh_pallidum,lh_superiorfrontal_thickness,rh_putamen,rh_middletemporal_area,lh_inferiortemporal_thickness,lh_lateralorbitofrontal_area,lh_posteriorcingulate_thickness,lh_caudalmiddlefrontal_thickness,lh_superiorfrontal_area,lh_pericalcarine_area,lh_parstriangularis_thickness,lh_middletemporal_area,rh_frontalpole_area,rh_insula_thickness,lh_lingual_thickness,rh_insula_area,rh_hippocampus,lh_precuneus_area,rh_frontalpole_thickness,rh_supramarginal_thickness,rh_parahippocampal_area,lh_precentral_thickness,rh_lateralorbitofrontal_thickness
0,-0.06387820160024163,0.021677393791956136,0.02060408549590719,0.0121559947612661,0.02301972723715045,0.004050405853534954,0.004474143685667346,0.011500464202697963,0.013742545343581035,0.019599411738718216,0.00959634941520751,-0.0035861640496135626,-0.0030133776128432777,0.008267961159613601,0.013060060189011282,0.006112822825715351,0.0004650233425051607,-0.015453927591323325,-0.008412783664294095,0.0036040481534758907,-0.009342247817399688,-0.004679530380958002,-0.002365119471256123,0.008891929207909023,-0.004800371771367592
