,etiv,lh_superiorfrontal_thickness,lh_thalamus,rh_middletemporal_area,lh_superiorfrontal_area,rh_precuneus_area,lh_pericalcarine_area,rh_inferiorparietal_thickness,rh_cuneus_area,lh_superiortemporal_area,rh_putamen,rh_temporalpole_area,rh_precentral_area,rh_parstriangularis_thickness,lh_lateralorbitofrontal_area,rh_rostralmiddlefrontal_area,lh_lateral_ventricle,lh_middletemporal_area,lh_precuneus_thickness,lh_medialorbitofrontal_thickness,rh_superiorparietal_thickness,rh_insula_area,rh_transversetemporal_area,rh_parsorbitalis_area,lh_paracentral_thickness,rh_lateralorbitofrontal_thickness,lh_parsopercularis_area,rh_hippocampus,lh_parahippocampal_thickness,lh_hippocampus,rh_lateraloccipital_thickness,lh_bankssts_thickness,rh_frontalpole_area,lh_temporalpole_thickness,rh_accumbens_area,rh_superiorfrontal_area,lh_lateraloccipital_thickness,rh_medialorbitofrontal_thickness,rh_superiorfrontal_thickness,rh_pericalcarine_area,rh_lingual_thickness,rh_isthmuscingulate_thickness,rh_paracentral_thickness,rh_precentral_thickness,lh_rostralmiddlefrontal_thickness,lh_bankssts_area
0,-0.07660674559190633,0.017613276393886573,0.0502166404540076,0.0450759865140653,-0.006731743396464606,-0.025759540945781253,-0.0331863548014107,0.013970306039744237,-0.009414229907251706,0.00896988696038067,0.03431764103996494,-0.048989051207939255,-0.020327843309574364,0.020955076138629982,0.01181082276198602,0.008927783997070796,0.008195568806111024,-0.020376634357203906,-0.00046186539070148993,-0.009850150483128161,0.0035051511153209357,-0.019444433726779113,0.02416897745220874,0.010865236331291299,-0.0031207137410455923,-0.0545475941077605,-0.012197132539895152,-0.029484679463926803,-0.0027721571177133433,0.013606589241242027,0.014378220752442519,0.03323698964058099,0.0027570363036043765,0.02087317817317598,0.015911874522996222,0.032804275054836074,0.022795790733634243,0.018674369419843746,-0.019417531851534445,0.03521084710753694,0.000890643015420116,-0.011225193751655186,0.016348245146513795,-0.004916018761244733,-0.0002886025798197296,-0.00855267699125925
