,etiv,lh_thalamus,lh_superiorfrontal_thickness,lh_superiorfrontal_area,rh_precentral_area,lh_precuneus_thickness,lh_insula_area,rh_precentral_thickness,lh_supramarginal_thickness,lh_amygdala,lh_fusiform_area,lh_superiorparietal_area,rh_caudalmiddlefrontal_thickness,lh_superiortemporal_thickness,lh_temporalpole_thickness,lh_lateralorbitofrontal_area,lh_posteriorcingulate_area,rh_lateraloccipital_area,rh_superiorparietal_thickness,lh_entorhinal_thickness,rh_precuneus_thickness,rh_middletemporal_area,lh_pallidum,rh_cuneus_area,lh_medialorbitofrontal_thickness,rh_putamen,lh_middletemporal_thickness,lh_putamen,rh_temporalpole_thickness,lh_medialorbitofrontal_area,rh_rostralmiddlefrontal_thickness,rh_middletemporal_thickness,rh_rostralanteriorcingulate_thickness,rh_caudalanteriorcingulate_area,rh_hippocampus,lh_pericalcarine_thickness,rh_parsopercularis_thickness,lh_superiorparietal_thickness,lh_parsopercularis_area,lh_fusiform_thickness,rh_lingual_thickness,lh_pericalcarine_area,lh_insula_thickness,lh_isthmuscingulate_thickness,rh_superiortemporal_area,lh_parahippocampal_thickness,lh_bankssts_area,lh_rostralanteriorcingulate_area,lh_parsorbitalis_thickness,rh_amygdala,lh_postcentral_area,rh_supramarginal_thickness,lh_supramarginal_area,lh_caudate,rh_rostralanteriorcingulate_area,rh_cuneus_thickness,rh_thalamus,rh_inferiortemporal_area,lh_lateralorbitofrontal_thickness,lh_caudalanteriorcingulate_area,rh_inferiorparietal_thickness,lh_paracentral_thickness,lh_accumbens_area,lh_bankssts_thickness
0,-0.03582250568432323,0.000725950632282248,-0.017252485384384827,-0.003681772762866616,0.005752852984502421,0.0015487771642924489,0.01767240485679427,0.022727729522186192,0.011455869888428765,-0.004084788083221257,-0.0051610172463255905,-0.00561302176482746,-0.01370489768339475,0.019043232784464955,0.03549988850016261,0.0015226360598163317,-0.00528296810169742,-0.00547842984470809,0.010329435354019883,0.01943023910297098,-0.0012647987076961874,0.004045779345513165,-0.02443427013597031,-0.02927669277563314,-0.017897928593967438,0.017283377934595643,0.008843186792183922,-0.008541902436373346,-0.00224252021658706,-0.005046172872479724,0.03776991378911334,-0.017860540117498387,-0.0001350020260559728,0.009714730027420425,0.0070588904654672715,-0.007872711523830895,-0.010101769500195692,0.004679056504030355,-0.04226843619213938,0.014104631890879687,0.016580342655962668,0.018007898265205467,0.02159109474826599,0.00025301195588231165,-0.004843112047906765,-0.001902406402197002,-0.01737619836705893,0.013302764223716842,-0.0002116797920542912,0.002439451136414287,0.003769205419234326,-0.033275652859781756,-0.006044973395885047,0.014709283322200053,-0.011153741133299568,-0.016175310024680638,0.012667738977510322,0.005843806944320735,-0.00962542750375803,-0.004560384443169228,0.015724801304273138,-0.005879504466952613,0.014134412509023303,0.011267553971485227
