,etiv,lh_superiorfrontal_thickness,lh_thalamus,lh_precuneus_thickness,lh_pallidum,lh_superiorfrontal_area,rh_precuneus_thickness,rh_precentral_area,lh_amygdala,lh_supramarginal_thickness,lh_lateralorbitofrontal_area,lh_pericalcarine_area,rh_caudalmiddlefrontal_thickness,lh_posteriorcingulate_area,rh_superiortemporal_area,rh_cuneus_area,rh_lateraloccipital_area,lh_superiorparietal_area,rh_rostralmiddlefrontal_thickness,rh_thalamus,lh_insula_area,rh_precentral_thickness,lh_medialorbitofrontal_thickness,lh_fusiform_area,lh_temporalpole_thickness,lh_parsopercularis_area,rh_superiorparietal_thickness,rh_precuneus_area,lh_postcentral_area,rh_hippocampus,lh_caudate,lh_lateral_ventricle,lh_middletemporal_thickness,rh_putamen,lh_medialorbitofrontal_area,rh_pericalcarine_area,lh_parstriangularis_area,rh_medialorbitofrontal_thickness,rh_lateral_ventricle,rh_middletemporal_thickness,lh_postcentral_thickness,rh_caudalanteriorcingulate_area,lh_superiortemporal_thickness,lh_superiorparietal_thickness,rh_amygdala,rh_parahippocampal_thickness,rh_superiorfrontal_area,lh_parahippocampal_thickness,rh_cuneus_thickness,lh_isthmuscingulate_area,lh_parsorbitalis_thickness,lh_isthmuscingulate_thickness,rh_middletemporal_area,lh_bankssts_area,lh_hippocampus,lh_supramarginal_area,lh_entorhinal_thickness,lh_fusiform_thickness,rh_pallidum,lh_precuneus_area,rh_lingual_thickness,rh_temporalpole_thickness,rh_paracentral_area,rh_rostralanteriorcingulate_thickness,lh_rostralanteriorcingulate_area,lh_caudalmiddlefrontal_thickness,lh_putamen,lh_insula_thickness,lh_paracentral_thickness,lh_caudalanteriorcingulate_area,lh_pericalcarine_thickness,lh_lateralorbitofrontal_thickness,rh_rostralanteriorcingulate_area,rh_inferiorparietal_thickness,rh_parsorbitalis_area,lh_lateraloccipital_thickness,lh_inferiorparietal_thickness,lh_bankssts_thickness,lh_middletemporal_area,rh_medialorbitofrontal_area,rh_frontalpole_thickness,rh_parsopercularis_thickness,rh_rostralmiddlefrontal_area
0,-0.023062967225619832,-0.017365670129774458,0.007404297767453364,0.0006087215575960343,-0.045819032427350206,0.017913036353889217,0.008689733618640134,0.006867091622313528,-0.0008399310309266837,0.026522205165474533,-0.0026376346119177637,0.029459600222395906,-0.013403243762670703,0.019719000334578414,0.008727435897036086,-0.016786517379072618,-0.010443805961637746,-0.009483477213290174,0.023437267952200084,0.015545452506987962,0.00900108075124866,0.02004041421292956,-0.02475040972463891,-0.003146892997616944,0.03532091428821993,-0.04680374797205832,0.0156695027572045,-0.018702388583877374,0.022009732665485802,0.05490006097983803,0.023845917065401213,-0.07165329792121618,0.022715322005425056,0.01875961005048801,-0.006784600091912448,-0.023818329388431723,0.0034604230335959192,0.005238650044061,0.04405610276062719,-0.01981260530310516,0.0029516822527141193,0.014094097065798198,0.01225738339630079,0.003075908980041969,0.004345353824576528,-0.005081864466166604,-0.004630464387837606,0.005253001970398319,-0.018978304368729156,-0.022322651561489035,0.0033947232132885523,0.011002372121369099,-6.941833912717376e-05,-0.016319847949273783,-0.054043668487545785,-0.00771515009216256,0.0236189778222138,0.015953823853116125,-0.011583534045557738,0.010663211303767038,0.025032499982719388,-0.00895365835782573,-0.024999051315329687,0.0014348375912851088,0.02414907754847008,-0.007726354960825978,0.009923406198345667,0.015595741986250442,-0.007355747717214564,-0.0029634984542692778,-0.010972533333250553,-0.001521020934424532,0.009200172345367241,0.012803417323942714,0.0036591442638397266,-0.013349735908347144,-0.01845632637281473,0.011349226031381958,0.02160971780253235,-0.010937310154229824,-0.0016240021445719849,-0.00044274092782947813,-0.00983429498148577
