,etiv,rh_inferiorparietal_area,lh_superiorfrontal_area,lh_superiorfrontal_thickness,lh_rostralmiddlefrontal_thickness,lh_pallidum,rh_putamen,lh_pericalcarine_area,lh_lateralorbitofrontal_area,rh_thalamus,lh_caudalmiddlefrontal_thickness,rh_middletemporal_area,rh_superiortemporal_area,rh_supramarginal_thickness,lh_precentral_thickness,rh_postcentral_thickness,rh_lateralorbitofrontal_thickness,rh_lingual_area,lh_lingual_thickness,lh_pericalcarine_thickness,rh_hippocampus,rh_rostralmiddlefrontal_thickness,rh_frontalpole_area,lh_accumbens_area,rh_superiorfrontal_thickness,lh_lateralorbitofrontal_thickness,lh_transversetemporal_thickness,rh_superiortemporal_thickness,lh_precentral_area,rh_rostralmiddlefrontal_area,rh_frontalpole_thickness,rh_parahippocampal_area,lh_inferiortemporal_thickness,lh_fusiform_thickness,lh_rostralmiddlefrontal_area,lh_precuneus_area,rh_postcentral_area,lh_parstriangularis_thickness,rh_parsopercularis_area,rh_pallidum,rh_caudate,rh_superiorparietal_area,lh_superiortemporal_area,rh_lateralorbitofrontal_area,rh_paracentral_area,rh_insula_thickness,rh_precuneus_area
0,-0.208395715406949,0.024614538791064833,0.03105164368232608,0.026926703557542644,-0.004023247319498298,0.025470471991247516,0.028358916956784577,-0.015089072513390136,0.019442680172874868,0.015346736475447573,0.03909609196822561,0.011091628564805906,0.017353743089595773,-0.014464598823987153,0.0022301860260358153,-0.00156470034608195,-0.006748748704926009,0.03736705002462552,0.005197368303793725,-0.025892538854368728,-0.011204062489387275,0.002877923141156705,0.019375597753354463,-0.015439182987694526,-0.0005207437440990103,0.008363445124358496,0.016038802774805253,-0.007422137415136037,0.010489882787044599,-0.002395561417340165,-0.01534563801318182,-0.007274623792206073,0.005808316017779045,-0.004686875405223613,0.018453602212977545,0.006148265234641167,0.022356978723610674,0.0015463849291149148,-0.010612867007298498,0.012089084631664072,0.012336403637875656,0.024616568855455292,-0.030769067973401856,0.016383222706668803,-0.0031855582370206646,0.006576623497180364,0.010343292818925001
