fold,GPR,GPR_uncorr
1,0.75397446109341,0.30318940187230137
2,0.7071622971039675,0.23319704726951018
3,0.6569952688266871,0.21158064645687846
4,0.775190584748815,0.32665027986094053
5,0.746682849744168,0.3200845978784068
