fold,Lasso,Lasso_uncorr
1,0.8377445968576724,0.7938793964408362
2,0.7655454385395891,0.6288235222645655
3,0.8269383937738599,0.8026849831815389
4,0.8674531646687661,0.8003968407770035
5,0.7571657185982106,0.6402772341982184
6,0.8289707474814905,0.737618644623572
7,0.7501747880045821,0.6704408106647852
8,0.6919962915534112,0.7027632523820508
9,0.7762390643055487,0.7188399363789018
10,0.6682895465049246,0.6667458324480374
