fold,Lasso,Lasso_uncorr
1,5.41105445878519,5.944087240535608
2,6.445968510081735,8.50137927740065
3,5.662782508106564,6.076772322634478
4,4.92770291302701,5.980154315763182
5,6.294190320530044,8.299008010832425
6,6.0289907169173365,7.288347020016102
7,6.496876938369557,7.38090095699728
8,6.474346449276008,6.566955876705481
9,5.685352778556241,6.517291008782373
10,5.820192481897658,6.440517515633259
