fold,GPR,GPR_uncorr
1,0.7709814006725921,0.6739369989414421
2,0.7496788927094259,0.602475622407856
3,0.758895113018572,0.7008429141967834
4,0.7908307896914387,0.6740982446430128
5,0.7035748599185772,0.6337227463995443
